,intitule,description,salaire,libelle,latitude,longitude,codePostal,commune
116,Administrateur / Administratrice système informatique (H/F),"Située à 30 minutes de Strasbourg, IDHEA est une entreprise spécialisée dans la fabrication, la production et la vente de sauces froides et épices depuis plus de 50 ans. L'entreprise est présente sur les marchés du Food Service, industrie et GMS, en France et à l'international, principalement en Suisse. 
IDHEA se distingue par la diversité de son assortiment, la qualité de ses produits et l'innovation, avec notamment un laboratoire R&D. Fournisseur intégré du groupe Migros, leader de la distribution en Suisse, la société est également un acteur majeur sur le marché suisse.
IDHEA est une entreprise qui offre à la fois la flexibilité d'une PME et les perspectives d'un grand groupe. Au sein du site de Hochfelden, vous trouverez une entreprise à taille humaine avec une culture forte et des valeurs ancrées : Communauté, Responsabilité, Esprit Pionnier.

Responsabilités

 	Gérer les systèmes informatiques, les réseaux et les bases de données de l'entreprise
 	Superviser le fonctionnement de l'infrastructure
 	Assurer la sécurité des données et des systèmes
 	Gérer les sauvegardes
 	Mettre en œuvre et maintenir les solutions de virtualisation
 	Gérer le parc informatique de l'entreprise
 	Gérer la téléphonie fixe et mobile
 	Participer activement au déploiement des outils collaboratifs Microsoft 365
 	Former et assister les utilisateurs
 	Travailler en collaboration avec d'autres départements pour résoudre les problèmes informatiques
 	Maintenir à jour la documentation technique et les procédures
 	Veiller à l'application des procédures
 	Gérer le stock du matériel informatique
 	Participer à des projets informatiques transverses
Profil requis

 	BAC+ 2 avec 5 ans d'expérience minimum jusqu'au BAC+5 en informatique
 	Bonnes compétences en résolution de problèmes et en communication
 	Capacité à travailler en équipe et à gérer plusieurs tâches simultanément
 	Appétence à la gestion de projet
 	Anglais professionnel
 	Allemand serait un plus
 	Connaissance approfondie de la virtualisation (Datacore, VMWare), de la gestion de parc informatique et des outils Microsoft 365 (Teams, SharePoint,  )
 	Maitrise de l'environnement Windows 10, 11 et Windows Server (AD, DFS, GPO, DHCP, DNS..)
 	Maitrise de la solution de sauvegarde VEEAM ou équivalent


Savoir-être

 	Rigoureux, dynamique, bon relationnel
 	Sens de l'initiative
 	Sens de l'organisation
 	Proactivité
 	Fiable et patient

Les plus 

 	Une mission qui permet de travailler de manière transversale, en proximité avec tous les services
 	Une entreprise aux valeurs fortes ( Communauté, Responsabilité, Esprit pionnier)
 	Possibilité de télétravail
 	Une intégration personnalisée transversale accompagné par les ressources humaines
 	13eme mois
 	Panier repas et mutuelle d'entreprise
 	Avantages CSE
 	Accessible avec les transports en commun (800m de la gare)
 	Prise en charge 75% de votre abonnement de transport public
 	Accessible en vélo
 	Possibilité covoiturage
 	Management participatif",19600,67 - HOCHFELDEN,48.748761,7.571763,67270,67202
117,Technicien / Technicienne informatique,"Nous recherchons un technicien.

aucune technicité 
aucune compétence informatique 
date de démarrage : ASAP 
durée de la mission : 3 jours 
12? de l'heure

Lieu de mission : TROYES",1680,10 - TROYES,48.292817,4.075149,10000,10387
118,TECHNICIEN INFORMATIQUE DE PROXIMITE (H/F),"Vous êtes à la recherche d'un poste de technicien informatique  de proximité ? Vous êtes au bon endroit, notre offre devrait vous plaire !
Au sein d'une équipe dynamique vous aurez pour missions :
Traiter les incidents au poste et/ou dans le contexte de l'utilisateur
Tracer les sollicitations selon un ordonnancement défini dans l'ITSM JIRA
Qualifier et résoudre les dossiers dans son périmètre lorsque cela est possible
Qualifier et acheminer les dossiers en dehors de son périmètre de résolution vers le groupe de support compétent
Suivre l'évolution des dossiers et notamment le respect des délais de résolution
Clôturer les dossiers des demandeurs
Accompagnement sur les outils de mobilité ( Enrôlement, configuration Téléphone, Tablette ...)
Masterisation de postes et accompagnement auprès de l'utilisateur
Gestion des entrées / sorties de matériel
Gestion des expéditions et réceptions des matériel
Gestion du stock local

Vous êtes issu d'une formation de type BAC + 2. Vous justifiez d'une expérience réussi dans le domaine du support informatique. On dit de vous que vous êtes rigoureux, organisé, a l'écoute, vous aimez le travail en équipe ? Mais vous savez aussi être autonome ? Vous vous reconnaissez ? Alors n'hésitez plus et adressez votre candidature à votre agence Actual Bordeaux Tertiaire !

Actual Tertiaire c'est une super équipe, composé de Françoise, Benjamin et Marina.

Actual Tertiaire c'est une agence d'emploi au service de l'humain et du recrutement.

Actual Tertiaire c'est des offres d'emplois spécialisées en tertiaire.

Actual Tertiaire c'est un large choix d'opportunités, en intérim, CDD et CDI.

Vous avez besoin de plus d'arguments ? Appelez nous et construisons ensemble votre travail.",25000,33 - LE HAILLAN,44.869389,-0.690404,33185,33200
119,Développeur / Développeuse informatique (H/F),"Au sein d'une équipe passionnée et à taille humaine, vous participez aux analyses du besoin et du cahier des charges et participez à la maintenance évolutive et au développement de nouveaux modules dans un progiciel de gestion pour les constructeurs automobiles. Vous effectuez la recette et test des applications.

Vous aimez échanger par le travail en équipe, avec une certaine autonomie sur les projets. Vous savez faire preuve de réactivité et d'initiative, la rigueur et l'organisation vous caractérisent. Une formation préalable aux produits est organisée.
La passion et l'enthousiasme sont des valeurs que nous souhaitons vous faire partager, à travers notre culture de l'innovation et le respect du service client. Alors si vous aimez les challenges et que vous voulez évoluer dans une entreprise qui place l'innovation au c?ur de sa stratégie, saisissez l'opportunité !

De formation supérieure BAC + 3 minimum en Développement informatique, vous justifiez de préférence d'une expérience ou d'un stage en développement. 

Vous avez de bonnes connaissances en WinDev, C*, écriture script SQL* (MySQL), réseau client/serveur socket, protocole d'échange de données et d'authentification. Des connaissances en développement Web, C# seraient un plus à votre candidature.

CDI, temps plein, 39h, rémunération sur 37h avec 1 jour de repos complémentaire mensuel. 
Salaire selon expériences et compétences.
CSE, mutuelle prise en charge à 100% par l'employeur, participation, prime vacances, chèques vacances, prévoyance.",19600,85 - MONTAIGU VENDEE,46.979292,-1.292128,85600,85146
120,Technicien support informatique  (H/F),"Spécialisé dans le développement de solutions digitales pour l'automobile, le GROUPE LACOUR constitue une référence dans le monde de l'automobile. Nous intervenons du développement à la commercialisation de progiciels auprès de professionnels de la réparation automobile (réparateurs, concessionnaires, constructeurs, cabinets d'expertise, compagnies d'assurances et fabricants de peintures...), en effectuant le SAV et la Hotline.

Au sein du service assistance téléphonique, vos missions sont d'assister par téléphone les clients, professionnels de l'automobile, d'analyser les pannes matérielles, résoudre les problèmes, tester, assurer le reporting et le suivi des pannes.

Vous maitrisez l'environnement WINDOWS (OS clients/serveurs TSE), réseaux (TCP/IP VPN) et matériels. Vous débutez ou avez une expérience en assistance téléphonique sur du matériel informatique et vous souhaitez apporter des solutions à distance aux problèmes informatiques des clients. Pas d'objectif sur appels.

A l'aise en relation client, vous êtes polyvalent(e) et organisé(e). Vous êtes en contact avec différents services internes. Formation préalable aux outils internes.

Bac+2 ou équivalent Informatique spécialité réseaux et télécommunication souhaité.

CDD 7 mois, temps plein (39h) avec 1 jour de repos complémentaire mensuel. Mutuelle prise en charge à 100% par l'employeur, CSE, participation, prévoyance, chèques vacances, prime vacances.",19600,31 - TOULOUSE,43.604082,1.433805,31000,31555
121,Administrateur / Administratrice réseau informatique     (H/F),"Dans le cadre de la continuité de notre développement, afin de renforcer notre service hébergements et veille technologique, et sur un emploi pérenne (+ de 99% de CDI dans le Groupe), nous recherchons aujourd'hui un futur Administrateur Systèmes et réseaux H/F, au siège social de la société.

Vous assurerez le fonctionnement et le maintien en conditions opérationnelles des infrastructures informatiques de l'entreprise et l'évolution du parc hébergé, en administrant la structure hébergée du Groupe : installation, maintenance, tests matériels et logiciels, créations de masters, validations de dossiers et évolutions. Vous effectuerez l'assistance clients de ces structures hébergées en avant et après-vente et le support interne de niveau 2. Vous ferez de la veille technologique et validerez les nouveautés. Vous fournirez les divers outils et documentations nécessaires aux procédures d'installations. Ponctuellement vous formerez en interne.

Vous êtes curieux, organisé, rigoureux et aimez la communication par un travail collaboratif entre les différentes équipes et interlocuteurs internes et externes. Force de proposition vous contribuerez aux évolutions technologiques du service en adéquation aux besoins de nos clients et de la progression des hébergements. Vous êtes calme, autonome, avec une aisance pour comprendre les enjeux clients et une forte compétence technique. Passionné par les nouvelles technologies, vous aimerez passer des formations et certifications : Microsoft, Citrix, Zyxel...Réactivité, et implication sont vos qualités qui vous permettent de gérer au mieux les priorités et le travail sur des prestations en weekend ou soirée.

Profil : Formation : BTS SIO, DUT Réseaux et télécommunication ou Licence informatique en administration systèmes et réseaux, avec une première expérience significative et réussie sur ce type de poste ou expérience de plusieurs années sur de l'administration système et réseaux.

Connaissances et/ou expériences liées aux aspects techniques de la fonction :
- Architectures matérielles
- Systèmes d'exploitations Microsoft Windows : serveurs 2008, 2012, 2016, station de travail 7, 8, et 10
- Techniques de virtualisation
- Réseaux TCP/IP, VPN IPSEC et SSL, LAN, WLAN
- Logiciels utilitaires : antivirus, sauvegarde

Formation sur les produits assurée.

CDI 39H avec 1 jour de repos complémentaire mensuel. Salaire selon expérience et compétences. Mutuelle prise en charge à 100%, participation, prévoyance, prime vacances, chèques vacances.",19600,18 - ST DOULCHARD,47.108769,2.363377,18230,18205
122,Technicien / Technicienne de maintenance en informatique,"Sous la responsabilité du Responsable du Service des Systèmes d'Informations, le technicien
Maintenance Informatique a pour mission de contribuer au déploiement et à maintenance de
l'ensemble des installations informatiques.

Au sein de notre service Informatique, vous travaillez en équipe et interviendrez sur les activités
suivantes :
- Réaliser des actions techniques d'installation, de déploiements de PC, de configuration et de support
sur le matériel informatique existant sur le site.
- Procéder aux installations des équipements informatiques, de leurs périphériques, des logiciels et
vous veillez à leur maintenance.
- Effectuer des diagnostics, traitez les incidents divers tant matériel que logiciel (PC, imprimantes,
téléphones IP, messagerie, Téléphones mobiles, etc.)
- Documenter vos interventions dans l'outil de gestion tickets informatiques (ManageEngine
ServiceDesk Plus)
- Être au service des utilisateurs en leur apportant assistance (à distance ou sur site) tout en
respectant les procédures mises en place dans l'organisation, ainsi que la priorisation des demandes
et tâches sous la supervision de votre responsable.

Environnement Windows 10 - Windows Serveur 2016 - Office 365

Si ce challenge vous attire, merci d'adresser votre candidature (CV+LM) à Domenica Jolec,",30000,27 - EVREUX,49.020599,1.146898,27000,27229
123,Développeur / Développeuse informatique           (H/F),"Au sein d'une équipe passionnée et à taille humaine, vous participez aux analyses du besoin et du cahier des charges et participez à la maintenance évolutive et au développement de nouveaux modules dans des progiciels. Vous effectuez la recette et test des applications.
Vous aimez échanger par le travail en équipe, avec une certaine autonomie sur les projets. Vous savez faire preuve de réactivité et d'initiative, la rigueur et l'organisation vous caractérisent. Une formation préalable aux produits est organisée.
La passion et l'enthousiasme sont des valeurs que nous souhaitons vous faire partager, à travers notre culture de l'innovation et le respect du service client. Alors si vous aimez les challenges et que vous voulez évoluer dans une entreprise qui place l'innovation au c?ur de sa stratégie, saisissez l'opportunité !

De formation supérieure BAC+3 minimum en Développement informatique, vous débutez ou justifiez d'une expérience en développement ou d'un stage en développement

Vous avez de bonnes connaissances en WinDev, C, écriture script SQL* (MySQL), réseau client/serveur socket, protocole d'échange de données et d'authentification. Des connaissances en développement Web, C# seraient un plus à votre candidature.

CDI temps plein (39h).
Rémunération sur 37h avec 1 jour de repos complémentaire mensuel, CSE, mutuelle 100% prise en charge par l'employeur, participation, prévoyance, prime vacances, chèques vacances.",19600,18 - ST DOULCHARD,47.108769,2.363377,18230,18205
124,Chef de projet informatique,"Sous la responsabilité directe du responsable des Systèmes d'Information, et en collaboration avec
l'équipe informatique, mais également avec les autres chefs de projet et l'ensemble des professionnels
associés aux projets :
- Contribuer à la finalisation de l'expression des besoins liés aux projets, et à la réalisation de
cahiers des charges,
- Conduire les projets informatiques en conformité avec les cahiers des charges,
- Planifier, contrôler la mise en oeuvre et y participer, organiser le déploiement des solutions,
- Produire les documents utiles à la gestion des projets,
- Animer les réunions utiles au bon déroulement des projets,
- Collaborer avec les professionnels impliqués dans les projets et les fournisseurs de solutions  
Les interventions seront réalisées sur l'ensemble des structures des deux établissements, selon les
projets (bisite).",19600,88 - EPINAL,48.170059,6.484474,88000,88160
125,Chef de projet informatique,"O-RH est un Cabinet de conseil en Ressources Humaines qui accompagne les TPE et PME dans le recrutement et la gestion RH. Nous accompagnons actuellement la Maison Joanne dans la recherche de son futur Chef de Projet SI (F/H).

Depuis plus de 160 ans, la Maison Joanne est à l'avant-garde du négoce bordelais.
Forte de nos liens historiques avec les Châteaux et de nos relations privilégiées avec les clients, nous anticipons depuis toujours les besoins de nos partenaires et les évolutions du marché pour contribuer au rayonnement international des Grands Vins.

Preuve de la confiance établie avec les propriétés et nos clients, Joanne est un acteur majeur du marché des primeurs. Notre activité est principalement tournée vers l'export, avec des clients dans plus de 70 pays.
 
Le siège de la société est basé à Carignan-de-Bordeaux (Rive Droite de Bordeaux).

Votre profil : 

Issu d'une formation dans le domaine de l'informatique, vous avez envie de vous investir dans un univers d'excellence dans le secteur du négoce du vin ? 
Vous êtes reconnu comme un Chef de Projet SI innovant et leader ? 
Vous souhaitez travailler dans un environnement international ?
Vous vous reconnaissez ? Alors vous avez de bonnes chances de vous épanouir dans nos équipes !

Le poste proposé :

Au sein de la Direction des Opérations, vous prenez en charge la gestion des projets informatiques liés aux logiciels métier. A ce titre, vos missions principales seront : 
-	D'initier, de mettre en place et de piloter les projets,
-	D'assurer la coordination avec les différents acteurs des projets afin d'en assurer le succès, tout en respectant la conformité avec les besoins de l'entreprise. 
-	D'assurer l'interface entre les prestataires (éditeurs) et les services internes 
-	De prendre en charge le suivi du budget informatique.

Les projets ? Ils sont multiples et ils sont intégrés à la stratégie de l'entreprise ce qui vous amène à jouer un rôle central dans le développement de la Maison Joanne. 
Dans cette structure référente sur son secteur d'activité, vous bénéficierez de moyens importants pour pouvoir exercer votre mission de Chef de projet SI en étant innovant et autonome. 
Vous serez rattaché à la Directrice des Opérations et travaillerez en binôme avec l'Administrateur Systèmes et Réseaux. 

Nos attentes :

Nous étudierons votre parcours professionnel et vos compétences techniques toutefois nous serons particulièrement attentifs sur vos capacités à :

-	Organiser et mener à bien les projets
-	S'adapter à nos nouveaux outils et à nos logiciels internes (ID200i, Oenovin)
-	Travailler avec méthode et rigueur
-	Analyser les fonctionnements et amener des solutions innovantes 
-	Être force de proposition pour viser l'excellence et l'amélioration

Les connaissances attendues pour ce poste sont : 

-	Suite Office et Système d'exploitation Windows et systèmes d'information, réseaux, bases de données, matériel 
-	Connaissances d'un logiciel métier et expérience sur sa gestion en mode projet. 
-	Connaissances d'outils de business intelligence (MyReport)

Le contexte de la Maison Joanne étant international le poste nécessite une bonne connaissance de l'Anglais (écrit / parlé). 

Les conditions de travail :

Un contrat en CDI statut cadre à pourvoir dès que possible.

Votre futur environnement de travail sera un cadre calme à proximité immédiate de Bordeaux. 

La Maison Joanne est engagée dans une démarche RSE et elle sera particulièrement attentive à la réussite de votre intégration afin de favoriser votre épanouissement professionnel. 

Le salaire sera négocié en fonction de votre profil.",19600,33 - CARIGNAN DE BORDEAUX,44.811302,-0.474118,33360,33099
126,Assistance à la maitrise d'ouvrage informatique             (H/F),"AU SEIN DES ÉQUIPES MAITRISE D'OUVRAGE D'UNE BANQUE D'INVESTISSEMENT, VOUS INTERVIENDREZ SUR UN PROJET A FORTE VALEUR AJOUTÉE SUR UN DES MÉTIERS SUIVANTS : RISQUES, DÉRIVÉS ACTIONS, FIXED INCOME OU CASH. UNE PREMIÈRE EXPÉRIENCE EN MAITRISE D'OUVRAGE FINANCE DE MARCHE EST IMPÉRATIVE. DEUX POSTES SONT A POURVOIR.",40000,92 - PUTEAUX,48.884331,2.237177,92800,92062
127,ALTERNANT - ANALYSTE d'EXPLOITATION INFORMATIQUE (H/F),"NEOSYS INFORMATIQUE favorise l'ALTERNANCE ...
Acteur de la transition numérique des entreprises, nous souhaitons vous accompagner en contrat d'apprentissage, pour préparer votre formation en informatique menant au Bac +2.

Profil : vous êtes le ou la candidate idéale si vous avez envie de travailler pour une équipe dynamique, rigoureuse et ambitieuse où vos actions auront un impact réel
Vous êtes autonome, dynamique, rigoureux(se) et vous avez l'esprit d'équipe, vous avez une bonne maîtrise de Windows. 
Vous êtes doté de bonnes capacités d'écoute, de réelles aptitudes à la communication, vous êtes éligible à une formation Bac +2.

Rattaché(e) au Directeur IT, vos missions principales seront :
-	Assurer le bon fonctionnement des applications 
-	Garantir la disponibilité et la sécurité de l'exploitation informatique de nos clients 
-	Effectuer la gestion du changement en mettant à jour les applications conformément aux politiques et procédures en place

Poste basé à PAU (64) à pourvoir pour septembre ou à partir de juillet. Rémunération selon niveau d'études + âge.
Poste pouvant déboucher sur un CDI.",19600,64 - PAU,43.313159,-0.343106,64000,64445
128,ANALYSTE d'EXPLOITATION INFORMATIQUE (H/F),"Nous recherchons une personne dotée d'une bonne capacité d'adaptation aux évolutions techniques et d'un bon sens du relationnel. Le candidat devra être curieux, rigoureux, réactif et posséder le sens du service client. 
Après une intégration et une formation approfondie sur les tâches confiées, nous attendons un travail en parfaite autonomie. De formation BAC+3 minimum dans une filière informatique, une expérience professionnelle de 1 à 2 ans, notamment dans le domaine de la production informatique, serait un plus.

Missions 
-	Assure le bon fonctionnement des applications 
-	Garantit la disponibilité et la sécurité de l'exploitation informatique de nos clients 
-	Planifie et vérifie le bon déroulement des sauvegardes et traitements de nuit
-	Effectue la gestion du changement en mettant à jour les serveurs conformément aux politiques et procédures en place
-	Intervient rapidement lors des incidents d'exploitation
-	Analyse de façon détaillée des fichiers de logs pour trouver l'origine des anomalies et pour la corriger
-	Est force de proposition pour faire évoluer les procédures en place et les automatiser 
-	A des capacités rédactionnelles pour formaliser et/ou compléter les procédures
-	Fait remonter les alertes de façon appropriée et effectue un reporting régulier

Compétences 
-	Administration Windows
-	Expérience en administration systèmes souhaitée
-	Appétence AS400 serait un plus (perfectionnement envisagée)
-	Curiosité, rigueur, autonomie, réactivité, sens du service client
-	Capacité à s'adapter aux évolutions techniques

Rémunération: selon profil et expérience
Type d'emploi : Temps plein, CDI, Indépendant / Freelance
Horaires
-	Du lundi au vendredi
-	Possibilité astreintes rémunérées

Poste localisé à PAU (64).
Télétravail partiel possible.",19600,64 - PAU,43.313159,-0.343106,64000,64445
129,Testeur / Testeuse informatique en POE (H/F),"Dans le cadre d'une POE (Préparation Opération à l'Emploi), action de formation de 399h financée par POLE EMPLOI, ATOS recherche ses futurs testeur informatique sur Villeurbanne H/F ( 2 Postes)

le(la) testeur(se) :
Joue un rôle fondamental dans le cycle de vie du logiciel : il(elle) est l'un des maillons dans la gestion de la qualité du logiciel
Évalue et vérifie si le logiciel répond aux exigences du client
Prépare un plan d'essais qui spécifie les composants testés, les différentes activités de testing, les ressources et un planning des activités
Exécute toutes les activités de tests planifiées pour identifier les dysfonctionnements et les défauts d'un programme
Examine le code source et vérifie qu'il fonctionne dans les différents environnements indiqués dans le cahier des charges
Rédige des rapports sur les résultats obtenus et rend compte aux développeurs pour correction

Prérequis
Diplômé(e)s en études supérieures minimum Bac +5 scientifique ou informatique ou Bac +3 informatique avec expérience
Bonne connaissance des outils informatique et d'un langage de programmation
Capacité d'analyse et de synthèse
Rigueur et sens de la méthode
La connaissance de l'anglais est un plus",19600,69 - VILLEURBANNE,45.768975,4.890035,69100,69266
130,Développeur informatique PHP       (H/F),"Vos Missions

Développement en PHP de l'outil de gestion de l'entreprise (création et évolution de modules additionnels de l'écosystème Dolibarr) associé à une base de données en Mariadb

Développement en VueJs/Cordova (Ionic) d'une application mobile

Gestionnaire de version git : organisation des branches, des « commits », des merges et ses pull request + mise en production des développements

Amélioration de l'organisation interne et veille technique 


Votre profil

Formation souhaitée : Bac+3 minimum 
Expérience souhaitée : 3 ans 
Lieu de Travail : Saint-Priest

Capacité de synthèse entre les besoins des utilisateurs (qui sont les collaborateurs et clients de l'entreprise), de vos développements, les considérations stratégiques de l'entreprise et la plus-value des fonctionnalités dont vous aurez la gestion ;

Connaissance de l'environnement Linux pour l'administration de machines virtuelles et physiques hébergeant des systèmes de gestion de données et des applications web via des serveurs apache et nginx, le tout géré par un reverse proxy en amont : gestion en ligne de commandes ;                                                       

Connaissance des techniques de gestion de disque dur RAID et du système de permission de fichiers Unix ;

Connaissances pratiques dans la maintenance d'un petit réseau d'entreprise géré par un équipement de type Fortinet :
Plan d'adressage IP, DHCP, NAT, routage, redirection de ports ;           
                                                                                            
Aptitude à travailler physiquement sur les équipements pour les opérations de maintenance simples : serveur, switch, routeur, onduleur.

Vous évoluerez dans un environnement de haute technologie, au sein d'une équipe dynamique, avec de nombreux avantages : épargne salariale, mutuelle...",2200,69 - ST PRIEST,45.701812,4.943979,69800,69290
131,Technicien de maintenance informatique itinérant (H/F),"Effectuer les de panages, entretien et installation d'équipements ou de parcs d'équipements informatiques, monétiques, bureautiques, PLV dynamique et plus largement toutes autres missions confie es par notre client selon les règles de sécurite , la réglementation, les de lais et les procédures impose s par les constructeurs et les clients.

Missions techniques :

Prendre en compte sa tourne e journalière sur EKE
Respecter les tourne es qui sont affecte es
Gérer le stock de pièces de tache es embarque es
Informer l'Ordonnancement sur les anomalies d'approvisionnement - pie ces non reçues, pie ces non conformes.....
Confirmer le diagnostic et procéder au de panage conforme ment au plan d'action
Si le plan d'action n'est pas adapte , prendre l'initiative et participer a  l'élaboration de solutions palliatives visant a  de panner le client
Apporter son aide et sa technicité  a  la résolution d'un problème technique
Veiller au retour des pie ces de tache es vers les constructeurs sous 48 heures maximum
Reporter son activité  et clôturer les dossiers auprès de l'Ordonnancement dans les 15 minutes qui suivent la fin de chaque de panage avec transmission de la photo de tous les rapports d'intervention dans le workflow
Remonter les insatisfactions et les besoins du client
Respecter les procédures internes et les procédures impose es par nos clients
Renvoyer les rapports d'intervention originaux au fil de l'eau lorsque les procédures du client l'imposent
 Gérer le carnet de bord du véhicule quotidiennement,
Connaissances techniques des mate riels et environnements sur lesquels le technicien est missionne 

Profil recherché

Vous avez de fortes compétences en maintenance hardware et êtes doté d'une première expérience significative dans le domaine.",20600,62 - BETHUNE,50.528207,2.646031,62400,62119
132,Technicien de maintenance informatique itinérant (H/F),"Effectuer les de panages, entretien et installation d'équipements ou de parcs d'équipements informatiques, monétiques, bureautiques, PLV dynamique et plus largement toutes autres missions confie es par notre client selon les règles de sécurite , la réglementation, les de lais et les procédures impose s par les constructeurs et les clients.

Missions techniques :

Prendre en compte sa tourne e journalière sur EKE
Respecter les tourne es qui sont affecte es
Gérer le stock de pièces détachées embarquées
Informer l'Ordonnancement sur les anomalies d'approvisionnement - pie ces non reçues, pie ces non conformes.....
Confirmer le diagnostic et procéder au de panage conforme ment au plan d'action
Si le plan d'action n'est pas adapte , prendre l'initiative et participer a  l'élaboration de solutions palliatives visant a  de panner le client
Apporter son aide et sa technicité  a  la résolution d'un problème technique
Veiller au retour des pièces détachées vers les constructeurs sous 48 heures maximum
Reporter son activité  et clôturer les dossiers auprès de l'Ordonnancement dans les 15 minutes qui suivent la fin de chaque de panage avec transmission de la photo de tous les rapports d'intervention dans le workflow
Remonter les insatisfactions et les besoins du client
Respecter les procédures internes et les procédures impose es par nos clients
Renvoyer les rapports d'intervention originaux au fil de l'eau lorsque les procédures du client l'imposent
 Gérer le carnet de bord du véhicule quotidiennement,
Connaissances techniques des mate riels et environnements sur lesquels le technicien est missionne 

Profil recherché

Vous avez de fortes compétences en maintenance hardware et êtes doté d'une première expérience significative dans le domaine.",20600,21 - DIJON,47.331938,5.034852,21000,21231
133,Technicien de maintenance informatique itinérant (H/F),"Effectuer les de panages, entretien et installation d'équipements ou de parcs d'équipements informatiques, monétiques, bureautiques, PLV dynamique et plus largement toutes autres missions confie es par notre client selon les règles de sécurité , la réglementation, les de lais et les procédures imposes par les constructeurs et les clients.

Missions techniques :

Prendre en compte sa tourne e journalière sur EKE
Respecter les tourne es qui sont affecte es
Gérer le stock de pie ces de tache es embarque es
Informer l'Ordonnancement sur les anomalies d'approvisionnement - pie ces non reçues, pie ces non conformes.....
Confirmer le diagnostic et procéder au de panage conforme ment au plan d'action
Si le plan d'action n'est pas adapte , prendre l'initiative et participer a  l'élaboration de solutions palliatives visant a  de panner le client
Apporter son aide et sa technicité  a  la résolution d'un problème technique
Veiller au retour des pie ces de tache es vers les constructeurs sous 48 heures maximum
Reporter son activité  et clôturer les dossiers auprès de l'Ordonnancement dans les 15 minutes qui suivent la fin de chaque de panage avec transmission de la photo de tous les rapports d'intervention dans le workflow
Remonter les insatisfactions et les besoins du client
Respecter les procédures internes et les procédures impose es par nos clients
Renvoyer les rapports d'intervention originaux au fil de l'eau lorsque les procédures du client l'imposent
 Gérer le carnet de bord du véhicule quotidiennement,
Connaissances techniques des mate riels et environnements sur lesquels le technicien est missionne 

Profil recherché

Vous avez de fortes compétences en maintenance hardware et êtes doté d'une première expérience significative dans le domaine.",20600,69 - LYON 01,45.758,4.835,69001,69381
134,Technicien de maintenance informatique itinérant (H/F),"Effectuer les de panages, entretien et installation d'équipements ou de parcs d'équipements informatiques, monétiques, bureautiques, PLV dynamique et plus largement toutes autres missions confie es par notre client selon les réglés de sécurité , la réglementation, les de lais et les procédures imposes par les constructeurs et les clients.

Missions techniques :

Prendre en compte sa tourne e journalière sur EKE
Respecter les tourne es qui sont affecte es
Gérer le stock de pie ces de tache es embarque es
Informer l'Ordonnancement sur les anomalies d'approvisionnement - pie ces non recues, pie ces non conformes.....
Confirmer le diagnostic et procéder au de panage conforme ment au plan d'action
Si le plan d'action n'est pas adapte , prendre l'initiative et participer a  l'élaboration de solutions palliatives visant a  de panner le client
Apporter son aide et sa technicité  a  la résolution d'un problème technique
Veiller au retour des pie ces de tache es vers les constructeurs sous 48 heures maximum
Reporter son activité  et clôturer les dossiers auprès de l'Ordonnancement dans les 15 minutes qui suivent la fin de chaque de panage avec transmission de la photo de tous les rapports d'intervention dans le workflow
Remonter les insatisfactions et les besoins du client
Respecter les procédures internes et les procédures impose es par nos clients
Renvoyer les rapports d'intervention originaux au fil de l'eau lorsque les procédures du client l'imposent
 Gérer le carnet de bord du véhicule quotidiennement,
Connaissances techniques des mate riels et environnements sur lesquels le technicien est missionne 

Profil recherché

Vous avez de fortes compétences en maintenance hardware et êtes doté d'une première expérience significative dans le domaine.",20600,38 - GRENOBLE,45.181364,5.724855,38000,38185
135,2023-I0278 (CP) Ingénieur informatique CHARM'EU (H/F),"L'Université de Montpellier recherche un Ingénieur informatique CHARM'EU en contrat de projet (F/H) (offre n°2023-I0278). 

Mission principale : L'ingénieur informatique travaillera au sein du Service des Applications Métiers, Données et Développements - SAM2D de la direction du Système d'Information et du Numérique, en étroite collaboration avec le chef de projet CHARM-EU, le Vice-Président délégué au numérique de l'UM et l'équipe projet CHARM EU (interne à l'UM et externe).
Il réalisera des activités portant sur les outils numériques de l'alliance et sera membre du « Joint Virtual IT Office » de CHARM-EU (WP7,8). Il aura notamment la responsabilité de la mise en place de nouvelles applications ou outils numériques, le renforcement du Virtual Learning Environment ainsi que l'accompagnement et l'assistance technico-fonctionnelle associés aux applications ou traitements de données dont il est responsable. Il veillera à augmenter l'interopérabilité et la cohérence globale du SI, il s'assurera que les enjeux de sécurité sont mis en oeuvre, y compris le référencement des applications (RGPD, environnements, référents,  ) et la gestion des habilitations d'accès aux données. L'agent sera amené à paramétrer les environnements numériques selon les besoins pédagogiques des équipes enseignantes et des modalités pédagogiques souhaitées par CHARM EU, ainsi que les besoins des équipes du projet CHARM-EU.
Il s'assurera d'apporter le maximum de valeur métier aux utilisateurs finaux, en fonction des contraintes de moyens et des ressources disponibles.

La consultation du profil de poste et le dépôt des candidatures s'effectuent sur le site de l'université : https://umemplois.umontpellier.fr/poste/2023-I0278.

Seules les candidatures déposées sur l'application de l'Université de Montpellier seront prises en compte (aucun dépôt par mail ni sur un site de recrutement autre que celui de l'Université).",1910,34 - MONTPELLIER,43.610476,3.87048,34000,34172
