,intitule,description,salaire,libelle,latitude,longitude,codePostal,commune
117,Responsable Informatique Local H/F,"Qui êtes-vous ?

D'abord, un anglais courant est indispensable : dans ce poste vous travaillerez avec les différents sites CARBOGEN AMCIS dans le monde !
Vous êtes un « généraliste » de l'informatique : vous avez une vision globale des applications IT, de l'IoT, des réseaux, du support aux utilisateurs 
Vous avez de l'expérience en environnement d'ingénierie de systèmes.
Idéalement vous avez déjà travaillé en industrie pharmaceutique ou chimique, ou dans un secteur où la réglementation est très importante
Vous êtes familier avec la méthode ITIL.
Vous avez une bonne compréhension du système d'exploitation Windows server. Idéalement vous avez des bases en Powershell ou Python ou tout autre langage similaire.
Une expérience sur Veeam serait un plus.
Vous vous sentez à l'aise en gestion de projets, aussi bien avec des interlocuteurs internes qu'externes !
Enfin, si vous êtes autonome sur votre poste tout en sachant travailler en transversal, si vous êtes rigoureux sur les règles et si vous aimez aider les autres, nous avons hâte de faire votre connaissance !
 
Pourquoi postuler ?

Pour l'équipe IT : il y règne une ambiance très familiale et ce sont des personnes expérimentées qui seront toujours prêtes à vous aider !
Parce que la possibilité de se former est omniprésente au sein du service IT de CARBOGEN AMCIS.
Pour la diversité des projets : vous participerez à des projets intéressants (LIMS, ERP, IoT ) et vous serez celui qui vient régulièrement à la rescousse des utilisateurs !
 

 

Pourquoi on recrute ?

Pour accompagner la croissance de notre organisation et la transformation digitale de notre entreprise ainsi que pour assurer la gestion du parc informatique, le support utilisateurs et les  nouveaux projets dans le domaine IT.

 
Quelles seront vos missions ?
Vous assurerez une partie du support vous-même et coordonnerez les activités relevant du domaine IT ( Bureautique, IOT, Applicatif) avec les interlocuteurs internes et externes tout en assurant le respect des règles et guidelines corporate et règlementaires.  Vous accompagnerez également la mise en place des nouveaux projets informatiques.

Lors des premières semaines, comme tout nouveau collaborateur de CARBOGEN AMCIS, vous réaliserez votre formation documentaire et vous assisterez à la présentation de tous les services de CARBOGEN AMCIS.

Vos missions seront réparties de la façon suivante :
Support

Infrastructure
Assurer le support aux utilisateurs français
Installer les PC (fixes et portables) avant les arrivées des nouveaux collaborateurs, avec l'aide d'un logiciel
Un jour par semaine : assurer le helpdesk de niveau 1 et niveau 2 aux utilisateurs CARBOGEN AMCIS Monde (Chine, Suisse, Pays-Bas, France, Royaume-Uni)
Gérer les utilisateurs dans l'Active Directory
Acheter et commander le matériel informatique, remplacer le matériel informatique en panne
Effectuer les mises à jour de Windows sur les systèmes informatiques, en suivant les directives de CARBOGEN AMCIS
Installer les imprimantes, attribuer les adresses IP
Applicatif 

Vous managerez deux business analyst qui assureront le support fonctionnel des systèmes d'information déjà en place : ERP/LIMS et qui accompagneront également l'implémentation des nouveaux systèmes d'information.

Projets, réseaux, IoT 

Gérer le réseau, raccorder les câbles dans le back-office
Gérer les utilisateurs dans l'application IoT
Vérifier les procédures de sauvegarde IoT
Lors de l'installation de nouveaux équipements IoT, gérer les tâches informatiques appropriées
Assurer le support niveau 1 et niveau 2 pour les ordinateurs et les applications au niveau IoT
Assurer les étapes de qualification et de validation des systèmes existants (matériel, logiciel, réseau)
Travailler en coopération avec l'équipe Qualité et notamment avec la personne en charge de la Validation des Systèmes Informatisés

Conditions
Rémunération attractive et variée :

Tickets restaurant
Chèques cadeaux (Noël, événements familiaux )
Prime annuelle","'commentaire': 'Selon profil', 'complement1': 'Autre'",63 - ST BEAUZIRE,45.856082,3.181732,63360,63322
118,Standardiste hotline informatique (H/F),"Actuelburo est leader des solutions IT dans le sud de l'Aquitaine (CA 48M).
Nous offrons à nos clients des solutions innovantes délivrées par des experts.
Vous rejoignez une équipe de 103 collaborateurs et vous intégrez un management moderne, appuyé sur l'exemple, au sein d'une entreprise attachée aux valeurs éthiques et humaines.

Les services techniques d'Actuelburo comptent environ 50 experts sur 3 pôles techniques : 
-	Informatique
-	Logiciels
-	Bureautique

Description du poste standardiste hotline informatique : 

Le/la standardiste hotline assure l'accueil téléphonique des clients et appels internes qui sollicitent nos services techniques. Il / Elle connait les produits et services proposés à nos clients.

Rattaché(e) au Directeur des Services Technique, dans un contexte de développement, vos missions seront les suivantes :

-	Réception des appels téléphoniques avec rapidité, de manière courtoise et professionnelle
-	Ecouter les demandes et les qualifier en posant les questions appropriées que ce soit pour déterminer l'urgence ou la problématique technique.
-	Saisie des demandes dans l'outil de ticketing sur le pôle technique concerné avec les informations nécessaires au traitement de celles-ci par les équipes techniques.
-	Réorientation des demandes aux services commerciaux lorsque c'est pertinent.
-	Communiquer avec les équipes techniques

Savoir-faire
Vous savez faire preuve d'adaptabilité et êtes capable de vous adresser à différents types d'interlocuteurs. Vous avez de réelles capacités d'écoute et d'adaptation, rigueur, organisation, esprit d'équipe et excellentes qualités relationnelles sont vos atouts pour réussir et évoluer à nos côtés.
Connaissances
-	Vous maîtrisez les outils informatiques dont la suite Office
-	Vous avez déjà utilisé un logiciel de saisie d'incidents

Qualités requises
-	Facilités de contact et de communication
-	Capacité de parler de manière claire et concise
-	Capacités d'écoute et de médiation 
-	Sens du service 
-	Rigoureux(se) 
-	Organisation
-	Esprit d'équipe
Conditions d'exercice
1. Lieu(x) de travail : NARROSSE

Prérequis d'accès à l'emploi
De formation supérieure en gestion ou commerce (Bac +2), vous justifiez d'une expérience de 1 an au sein d'un service de hotline.

Package de rémunération
Rémunération annuelle indicative : 21000 à 24000 Selon expérience
Intéressement.
Chèques DEJEUNER","'libelle': 'Mensuel de 1750,00 Euros à 2000,00 Euros sur 12 mois', 'complement1': 'Primes', 'complement2': 'Chèque repas'",40 - NARROSSE,43.695442,-1.007074,40180,40202
119,TECHNICIEN INFORMATIQUE - RESEAUX H/F (H/F),"Notre agence CAMO EMPLOI de COLMAR recrute pour son client, spécialisé dans la fabrication d'équipements d'emballage, de conditionnement et de pesage, un TECHNICIEN INFORMATIQUE - RESEAUX H/F afin de renforcer ses équipes.

Dans le cadre de cette mission, vos tâches sont :

-	Assurer la gestion, le support et l'évolution du parc informatique au quotidien

Issu d'une formation initiale en électricité, vous justifiez d'une expérience réussie et significative sur ces fonctions.

Doté de solides connaissances dans ce domaine, vous maîtrisez les techniques inhérentes au métier.

Vous êtes autonome, organisé(e) et rigoureux
Vous aimez le travail en équipe

38 heures de travail hebdomadaires, en journée.
Poste sur RIQUEWIHR et BENNWIHR-GARE

Salaire selon profil
Longue mission
CDI possible
Avantages divers","'libelle': 'Horaire de 11,27 Euros à 14,00 Euros'",68 - RIQUEWIHR,48.170262,7.293648,68340,68277
120,Technicien Informatique H/F,"Votre quotidien en atelier ou sur site :

- Analyse des problèmes clients pour résolution à distance voir sur site si nécessaire.
- Support aux utilisateurs PC/Imprimantes/Téléphone (assistance, dépannage, formation).
- Exploitation quotidienne de la production informatique (sauvegardes / analyse proactive des parcs).
- Maintenance des parcs PC - Imprimante - Téléphone et si besoin de leurs périphériques.
- Gestion des comptes utilisateurs et des droits.
- Déploiement & mise à jour des applications standard ou spécialisées métiers.
- De participer au suivi du traitement de l'assistance utilisateur.
- Analyse des niveaux de sécurité des clients

Qualités: Bonne présentation. Excellent relationnel avec la clientèle. Aisance au téléphone. Ponctuel. Esprit d'analyse. 

Compétences techniques recherchées complémentaires: Connaissances en maintenance hardware et paramétrage de postes. Connaissances en maintenance et paramétrage imprimantes copieurs. Connaissance des centraux téléphoniques Mitel numérique ou IP.

Conditions: Salaire de départ selon profil à partir de  25 000,00€ annuel. Possibilité d'évolution rapide + Mutuelle + Tickets Restaurant. Heures supplémentaires majorées. Prime annuelle. Véhicules de société équipés de cartes essence, télébadge pour les déplacements sur sites.","'libelle': 'Annuel de 25000,00 Euros sur 12 mois', 'complement1': 'Véhicule'",06 - NICE,43.712107,7.250627,06000,06088
121,Développeur / Développeuse informatique         (H/F),"Scr informatiques société crée en 1990. Société à taille humaine, dynamique et innovante, Scr compte 50 collaborateurs et réalise un CA de 4 millions d'euros.
Dans le cadre de notre développement, nous recherchons un collaborateur (collaboratrice) pour renforcer notre équipe de développement informatique au sein de notre siège à Châteaubriant (44).
Vous intégrez une équipe de 10 analystes programmeurs et travaillez sous la responsabilité du responsable de développement. Vous travaillez dans un environnement agréable et dans une équipe dynamique.

Rattaché(e) à l'équipe, vos missions consisteront à :
- Participer au développement, phases d'études et déploiements des applications.
- Etablir des diagnostics et corrections aux dysfonctionnements.
- Gérer la maintenance corrective et évolutives des applications métiers de l'entreprise.
- Effectuer des tests d'intégration et former les utilisateurs.
- Contrôler les systèmes et l'intégration des bases de données.

 - Diplômé d'un Bac +2
 - Connaissances WINDEV appréciées

Salaire en fonction de l'expérience.

Ticket restaurant - chèques vacances - chèques cadeaux - prime d'intéressement

Type d'emploi : Temps plein, CDI","'libelle': 'Annuel de 30000,00 Euros à 40000,00 Euros sur 12 mois', 'complement1': 'Primes', 'complement2': 'Chèque repas'",44 - CHATEAUBRIANT,47.715351,-1.38662,44110,44036
122,RESPONSABLE DE FORMATION SPECIALITE INFORMATIQUE (H/F),"ANVERGURE INTERIM & RECRUTEMENT, cabinet de recrutement temporaire et permanent spécialisé dans le tertiaire, cherche pour un de ses clients, un Campus d'enseignement supérieur et de formation professionnelle basé sur Aix-en-Provence (13), un(e) :

RESPONSABLE DE FORMATION SPECIALITE INFORMATIQUE (H/F)

pour un CDI à pourvoir au plus vite.

Sous la responsabilité du Responsable de département et au sein de l'équipe pédagogique de l'école supérieure de l'alternance, vos missions seront les suivantes:

Pilotage :

Piloter et accompagner les promotions d'élèves en informatique
Veiller au bon déroulement de la formation dans le respect du programme pédagogique et du système de management par la qualité
Réaliser des interventions en informatique et animer des séquences de formation en utilisant la méthode en mode apprentissage actif par projet
Encadrer les projets des apprentis
Accompagner individuellement les élèves dans leur progression à l'école et en entreprise


Ingénierie de formation et Enseignement :

Déployer l'usage des plateformes technologiques et des TP
Participer à la conception des supports pédagogiques en lien avec la direction des études


Développement:

Promouvoir l'école lors d'événements tels que les salons, les journées portes ouvertes etc.
Participer au recrutement des futurs élèves
Entretenir et élargir les relations avec les établissements d'enseignement secondaire du bassin pédagogique et avec les entreprises

Idéalement titulaire d'un doctorat ou d'un diplôme d'ingénieur en informatique, spécialisé en infrastructure systèmes et réseaux.. Vous disposez au moins d'une expérience en milieu professionnel. 
Vous êtes passionné(e) par les nouvelles technologies et êtes ouvert(e) à la notion de Système d'information d'entreprise.
Vous avez une expérience opérationnelle en animation de formation et un goût prononcé pour le travail en équipe.
Vous avez l'ambition de partager votre savoir et votre expérience auprès de jeunes et de les encadrer dans leurs métiers d'avenir.

Poste en CDI à pourvoir immédiatement
Rémunération : 40 - 44K€","'libelle': 'Annuel de 40000,00 Euros à 44000,00 Euros sur 12 mois'",13 - AIX EN PROVENCE,43.541369,5.406124,13090,13001
123,Technicien / Technicienne de help desk en informatique (H/F),"Dans le cadre de notre développement, nous recherchons un technicien Helpdesk H/F à Aubagne. 
Rattaché au Responsable des services informatiques, il aura pour mission d'assurer un support informatique aux utilisateurs internes.

Vos missions : 

- Installer les postes et équipements des collaborateurs et réaliser les mises à jour
- Gérer le support de niveau 1 auprès des utilisateurs internes
- Recueillir les requêtes des collaborateurs en difficulté au regard de l'installation ou de l'utilisation informatique
- Diagnostiquer et régler les incidents survenus
- Assurer la mise à jour des tickets
- Tenir à jour la base de documents d'exploitation
- Rédiger et faire évoluer les procédures techniques
- Garantir la validité et l'actualisation des documents

Votre profil : 

Vous êtes réactif et doté d'un excellent relationnel. Vous aimez mettre vos compétences au profit des autres et apporter des solutions. Vous avez envie d'apprendre et d'évoluer à nos côtés. 
Vous avez idéalement une première expérience réussie en support informatique. 
La fidélisation de nos talents est une priorité. Soucieux du bien-être de nos collaborateurs et afin que chacun puisse s'épanouir et s'investir dans l'entreprise, nous privilégions un fort esprit d'équipe. 

Prêt(e) à rejoindre l'aventure ? N'hésitez plus, envoyez votre candidature !

Retrouvez l'ensemble de nos d'emplois sur notre site 

Léa Composites - N°1 Européen de la fabrication de piscines coque (leacomposites.com)","'libelle': 'Annuel de 23000,00 Euros sur 12 mois'",13 - AUBAGNE,43.302497,5.564344,13400,13005
124,Ingénieur études et développement informatique (F/H),"Sous la responsabilité de la Direction des systèmes et réseaux, vous aurez pour mission principale de participer aux phases d'analyse, de conception, de développement et de tests dans le cadre de la réalisation ou du pilotage de projets informatiques.
Vos principales missions : 
Assurer le maintien opérationnel et fonctionnel des applications développées en interne
Analyser et formaliser les besoins des utilisateurs
Rédiger les spécifications techniques
Développer les programmes, les IHMs, les interfaces, les restitutions 
Respecter les normes et les standards
Suivre les travaux (développements, tests)
Tester le fonctionnement de la fonction, du module ou du programme
Vérifier l'intégration du développement

Environnement de développement :
Java v1.8 et +, Groovy 2.4 et +, python, javascript, docker, Eclipse, Maven, Git, Jira

Environnement d'exécution :
Base de données (Oracle, MySql et Postgres)
Serveurs d'applications : Springboot, Glassfish, Tomcat, Liferay
Framework :
Intégration de données / applications / ESB : JBoss Fuse ou Camel / JMS (ActiveMQ)
Application Web : Angular (nouveaux IHM), JEE 7, JSF & PrimeFaces, Hibernate.
Boomi intégration et Boomi flow
Jasper Report
Connaissances XML et HTML
Office 365 (Outlook, Teams,  )
Système d'exploitation Windows et Linux","'libelle': 'Annuel de 45000,00 Euros sur 12 mois'",38 - SATOLAS ET BONCE,45.685932,5.119217,38290,38475
125,Ingénieur études et développement informatique (F/H),"Vous rejoignez les équipes de la DSI pour participez à la réalisation et/ou au pilotage de projets informatiques. Vous assurez le maintien en conditions opérationnelles des applications internes. Vous analysez les besoins des utilisateurs afin d'établir des spécifications techniques. Vous développez les applications en respectant les normes et standards en vigueur. Enfin vous réalisez les tests de fonctionnement et vous vérifiez l'intégration du développement.

Ce poste basé à Rennes, est à pourvoir dans le cadre d'un CDI.

La rémunération est à définir en fonction de votre diplôme et de votre expérience.

Issu(e) d'une formation supérieure en informatique (BAC + 5), vous justifiez d'au moins 5 ans d'expérience sur un même type de poste.
Vous disposez de solides compétences en Java J2EE et Groovy 2.4 et angular. Une connaissance d'un ESB est un plus pour le poste.

Si vous avez un bon relationnel, que vous aimez le travail en équipe et que vous êtes force de proposition, alors ce poste est fait pour vous. N'attendez plus et postulez !","'libelle': 'Annuel de 40000,00 Euros sur 12 mois'",35 - RENNES,48.110899,-1.68365,35000,35238
126,Mesure AFPR-POEI :Technicien / Technicienne de help desk en informatique,Cette offre concerne une mesure AFPR-POEI,"'libelle': 'Annuel de 25000,00 Euros sur 12 mois'",92 - COLOMBES,48.922535,2.247799,92700,92025
127,Alternant Technicien Informatique (H/F),"DuranSia est une coopérative agricole réunissant 3'000 agriculteurs dans les départements des Alpes de Haute Provence, Hautes Alpes'et départements limitrophes.  
  
Entreprise à taille humaine, le Groupe DuranSia regroupe 150 collaborateurs. Les structures du Groupe exercent leur activité dans le secteur des Grandes Cultures de céréales, Arboriculture, Elevage, Plantes à Parfum, Maraîchage, et Vigne. Les'activités'opérationnelles sont la Collecte, l'Agrofourniture, la Production de semences (autogames et hybrides) et les Services.   
  
Notre développement est axé sur le secteur des semences, services experts et de l'agrofourniture dans une stratégie d'offre omnicanal.   

Vous recherchez un contrat alternance d'une durée de 12 ou 24 mois débutant au plus tard en septembre 2023 dans le cadre d'une formation de niveau BTS ou licence Pro en Informatique. Pour ce poste vous justi-fiez d'une première expérience ou d'une connaissance dans le domaine de l'informatique. Doté(e) d'un excel-lent relationnel, vous faites preuve d'une bonne communication orale et écrite, vous avez le sens du service client, êtes une personne à l'écoute, curieuse et rigoureuse. Vous avez une bonne maîtrise des environne-ments techniques suivants : Windows 7, 10, 11, Office 365, Active Directory, Hyper-V, les outils de ticketing et monitoring.

Descriptif de la mission
Sous la direction du Responsable du Système d'information, vos missions consisteront à : 
-	Installer et mettre en service les nouveaux matériels informatiques (ordinateurs, écrans, stations de travail, imprimantes, copieurs,  )
-	Installer et mettre en service la téléphonie fixe ( Centrex, IPBX/Rainbow)
-	Mettre en service la téléphonie mobile (Apple, Samsung,  )
-	Gestion des incidents
-	Identifier et analyser les incidents décrits par les utilisateurs
-	Résoudre les incidents à distance ou auprès de l'utilisateur
-	Escalader au groupe support adéquat en cas de non-résolution
-	Conseiller les utilisateurs et s'assurer de leur satisfaction
-	Réaliser les demandes planifiées des utilisateurs dans les délais prévus
-	Réaliser les installations, retraits, déménagements, modifications d'éléments de configuration ma-tériels ou logiciels
-	Conseiller les utilisateurs et s'assurer de leur satisfaction
-	Contribuer à l'enrichissement de la documentation par son retour d'expérience.
Des missions complémentaires peuvent être confiées au Technicien Informatique 
-	Assistance dans l'administration des serveurs et du réseau (Windows Server 2019, Windows Server 2016, Windows Server 2012, RDS, Hyper-V, réseau TCP/IP, sauvegardes)
-	Participer à la mise en place de projets informatique et métier : outils de monitoring, outils de ticke-ting/inventaire","'commentaire': 'grille apprentissage', 'complement1': 'CE', 'complement2': 'Autre'",04 - PEYRUIS,44.034121,5.94357,04310,04149
128,Technicien réseaux informatiques (F/H),"Au sein d'une équipe de 30 personnes, vous réalisez des prestations d'installation et/ou de maintenance  de solution de détection d'intrusion, de contrôle d'accès et de vidéosurveillance. 

Le poste est basé à LA ROCHE SUR YON mais peut aussi être dans une des 15 agences de notre client dans l'Ouest. 

La rémunération est comprise entre 23 000 et 35 000€ par an en fonction de vos diplômes et de votre expérience. 

Issu(e) d'une formation BAC+2 en informatique, vous justifiez d'une première expérience sur un même type de poste. 

De nature dynamique et motivée, votre capacité à travailler en équipe vous permettra de vous épanouir à ce poste.","'libelle': 'Annuel de 23000,00 Euros sur 12 mois'",85 - LA ROCHE SUR YON,46.671717,-1.412585,85000,85191
129,Technicien maintenance informatique (F/H),"Vous préparez et vous paramétrez le matériel destiné  à être déployé chez les clients. Vous assurez l'administration et l'exploitation de quelques serveurs. Vous êtes également en charge de la gestion, l'installation et la maintenance des logiciels. Enfin, vous réalisez des opérations de maintenance avec notamment la réception de pièces détachées et de matériels. 

Ce poste est à pourvoir à Brest dans le cadre d'un CDI.

La rémunération est comprise entre 23 000€ et 29000€ bruts annuels

Issu(e) d'une formation BAC+2 minimum en informatique, vous justifiez d'au moins 3 ans d'expérience sur un même type de poste. Vous maîtrisez les environnements Windows. Une connaissance des infrastructures virtualisées est un plus pour ce poste. 

De nature organisée et autonome, votre sens du service client et votre conscience professionnelle vous permettront de vous épanouir à ce poste.","'libelle': 'Annuel de 26000,00 Euros sur 12 mois'",29 - BREST,48.406435,-4.497736,29200,29019
130,Technicien Support Informatique Français/Anglais (H/F),"Pour compléter leur superbe équipe multiculturelle faisant le support technique d'un client du secteur du luxe, notre manager Virginie et son équipe recherchent :

- un Technicien Support Informatique Français/Anglais (H/F)

Votre quotidien :

Dans un environnement dynamique et en open-space, vous effectuerez le support à distance pour des utilisateurs rencontrant des incidents sur leurs outils informatiques.

Votre journée type sera d'assurer la prise des appels utilisateurs ou répondre à des sollicitations par mail, de qualifier et réaliser le diagnostic des incidents, de les résoudre à distance ou de transférer les demandes à une équipe de techniciens spécialisés si nécessaire. Vous assurez le suivi des incidents jusqu'à leur clôture.

L'équipe assure donc le support en 6 langues et couvre une plage horaire de 6h à 22h du lundi au vendredi + 1 samedi et 1 dimanche travaillé par mois (de 7h à 19h).

Bien entendu, vous suivrez un parcours d'intégration sur mesure afin de vous former aux particularités métiers d'HELPLINE et celles de notre client.


Votre profil :

- De formation informatique ou autodidacte, vous possédez au moins 1 ou 2 ans d'expérience en support technique aux utilisateurs. 
- Le sens du service et la satisfaction client sont des termes qui vous parlent ?
- Travailler en open-space, être au téléphone, faire partie d'une équipe définissent l'environnement de travail que vous recherchez ?
- Vous parlez couramment le français, et l'anglais et souhaitez mettre en pratique vos compétences linguistiques au sein d'un contexte professionnel.

Si vous êtes une personne ambitieuse, sachez que des perspectives d'évolution sont possibles chez HELPLINE Ouest ! Vers la technique, le management ou encore des métiers transverses ...

Enfin, si découvrir une nouvelle région ne vous fait pas peur, franchissez le pas et nous vous accompagnerons dans votre projet de mobilité !

Vous vous retrouvez dans cette description de profil ? N'attendez plus pour postuler !

Toute candidature bilingue sera étudiée par notre équipe Recrutement, avec ou sans compétences techniques en informatique.


Conditions et avantages :
- Type d'emploi : CDI, temps plein
- Rémunération : 21600 à 23400 € brut/an (selon profil)

Poste ouvert au télétravail après la période de formation (3 jours de télétravail maximum, 2 jours sur site)

Nos petits + : carte tickets restaurant de 9,50€ /jour travaillé (prise en charge à 60% par HELPLINE) - des primes de cooptation allant jusqu'à 1000€ - une mutuelle familiale - prise en charge à 50% des transports en commun - indemnité kilométrique vélo - un CSE avec de nombreux avantages - un institut de formation pour accompagner le développement de vos compétences - un partenaire mobilité - un centre de services en plein centre-ville - des experts passionnés par leur métier et une équipe RH super sympa !

Tous nos postes sont ouverts aux personnes en situation de handicap.


Les étapes de recrutement

- Entretien tél - Première prise de contact - 10/20 min

On s'assure que le poste vous intéresse et que vous vous projetez dans notre équipe.

- Entretien RH - 45 min/ 1h00

On vous demande en amont de réaliser 2 exercices (pour mieux vous connaitre) qui entrent dans notre process de recrutement certifié et que nous débrieferons ensemble.

- Entretien avec l'équipe Management - 45 min/ 1h00

Vous rencontrez l'équipe opérationnelle pour comprendre plus en détail l'aspect technique de l'opportunité.

- Retour de vos entretiens

Nous prenons un temps de réflexion et nous vous ferons un retour rapidement.","'libelle': 'Mensuel de 1800,00 Euros à 1950,00 Euros sur 12 mois', 'complement1': 'Chèque repas', 'complement2': 'CE'",49 - ANGERS,47.466735,-0.56191,49000,49007
131,Conseiller Utilisateur des Systèmes Informatiques (H/F),"En tant que Conseiller utilisateur des Systèmes Informatiques (SI) H/F, vous contribuerez aux missions suivantes : aide dans la mise en œuvre opérationnelle de la sécurité du système d'informations, dont la gestion des habilitations, le paramétrage des applicatifs et l'assistance aux utilisateurs. Vous exercerez votre activité au sein d'une équipe locale et bénéficierez d'un réseau d'appui régional et national.

Concernant la gestion des accès et la contribution à la mise en œuvre de la politique SSI (Sécurité Systèmes Informatiques), vous aurez à : 
-	Traiter les demandes et les incidents habilitations 
-	Assurer un rôle de veille sur la gestion des habilitations au sein de la branche famille
-	Rédiger et mettre à jour les procédures, modes opératoires et documents liés aux habilitations (identités, comptes, groupes, postes, missions et accès aux ressources)
-	Assister le responsable de service dans la mise en œuvre de la SSI et particulièrement dans la gestion des Comités de Pilotage SSI internes
-	Signaler les axes d'amélioration et élaborer des propositions

Concernant la contribution à l'assistance des usagers en présentiel ou distanciel vous serez amené(e) à :
-	Traiter les demandes et les incidents
-	Installer et configurer les postes de travail pour un bon fonctionnement
-	Paramétrer les applicatifs métiers
-	Contribuer à la réalisation de requêtes ou /et à des automatisations de traitements pour les autres secteurs de l'organisme
-	Animer des formations internes et accompagner les changements.
-	Apporter votre contribution à des projets locaux ou nationaux selon votre profil.

Idéalement, vous possédez une expérience d'un an, dans le domaine de la gestion des habilitations ou d'une expertise dans le domaine informatique.

Vous avez une bonne connaissance des environnement Microsoft Windows 10, Serveur (2008 et 2016) équipements de connectivité et de stockage, logiciels bureautiques (Open Office, Word, Excel, Access), Office 365 entreprise et des principes des flux de travaux (Workflow).
Vous possédez des capacités pédagogiques pour accompagner les salariés dans l'utilisation de leurs outils.
vous avez un bon esprit d'équipe, le sens du service et du contact tout en faisant preuve de discrétion et du respect du secret professionnel.

A la CAF des Vosges, nous offrons à nos employé(e)s :
-	Une formule au choix de temps de travail compris entre 36h et 38 h (avec JRTT)
-	Un système d'horaires variables du lundi au vendredi
-	Une prime de crèche (aide à la garde des enfants de moins de 3 ans)
-	Une prime d'intéressement
-	Un remboursement des abonnements transports en commun pour vous rendre au travail à hauteur de 50 %
-	Des possibilités de télétravail sous conditions 
-	Une couverture santé complémentaire
-	Chaque salarié bénéficie également des œuvres sociales et culturelles proposées par le Comité Sociale Économique dont l'accès à un restaurant d'entreprise.
-	La possibilité de disposer d'un parking gratuit

Les personnes intéressées sont invitées à transmettre leur candidature (lettre de motivation + C.V. + photocopie des diplômes) auprès du service Ressources Humaines avant le :
Date limite d'envoi des candidatures : le 16 avril 2023 à 16h00","'libelle': 'Mensuel de 1889,42 Euros sur 14 mois'",88 - EPINAL,48.170059,6.484474,88000,88160
132,Administrateur systèmes et réseaux informatique (F/H),"Vous assurez le maintien en condition opérationnelle optimale de l'infrastructure technique. Vous assurez la mise en place et l'intégration des systèmes d'exploitation et d'information retenus pour les activités. Vous gérez la maintenance et l'évolution des matériels. Vous assurez le suivi et la gestion des incidents, informez la production de tous dysfonctionnements impactant et des délais de résolution. Vous gérez les droits d'accès en assurant le support aux utilisateurs et la maintenance du réseau système. Vous assurez la gestion du stock et tenez informé votre N+1 de son état. Vous assurez la mise à jour des documents d'exploitation du centre et des activités.","'libelle': 'Annuel de 30000,00 Euros sur 12 mois'",90 - BELFORT,47.640938,6.857469,90000,90010
133,Administrateur systèmes et réseaux informatique (F/H),"Vous assurez les prestations d'infogérance technique sur des comptes clients dont l'infrastructure peut être complexe. Vous vous chargez du maintien en condition opérationnelle des infrastructures clientes et vous pouvez être amené à encadrer des techniciens sur site.
Vous êtes responsable de certains comptes clients et vous assurez une relation technique régulière. A ce titre, vous informez les clients de vos actions et vous rendez compte des avancements à votre responsable.

Ce poste, basé à Rennes est à pourvoir dans le cadre d'un CDI

La rémunération brute annuelle est à négocier selon votre expérience.

Issu(e) d'une formation BAC+2 minimum en informatique, vous justifiez d'au moins 3 ans d'expérience sur un même type de poste en environnement multi-clients PME.
Vous disposez de solides compétences sur Windows Server et vmWare. Vous maitrisez les baies SAN et vous avez de bonnes connaissances en réseaux.

De nature autonome et responsable, votre relationnel client et votre goût pour la technique vous permettront de vous épanouir à ce poste.","'libelle': 'Annuel de 28000,00 Euros sur 12 mois'",35 - RENNES,48.110899,-1.68365,35000,35238
